inorganic_formula_1_element_fraction_Pt,inorganic_formula_1_element_fraction_Pd,inorganic_formula_1_element_fraction_Rh,inorganic_formula_1_element_fraction_Co,inorganic_formula_1_element_fraction_Mn,inorganic_formula_1_element_fraction_Ir,inorganic_formula_1_element_fraction_Fe,inorganic_formula_1_element_fraction_Ni,inorganic_formula_1_element_fraction_Cu,inorganic_formula_1_element_fraction_Zn,inorganic_formula_1_element_property_MagpieData mean CovalentRadius,inorganic_formula_1_element_property_MagpieData range CovalentRadius,inorganic_formula_1_element_property_MagpieData avg_dev CovalentRadius,inorganic_formula_1_element_property_MagpieData avg_dev Electronegativity,inorganic_formula_1_element_property_MagpieData avg_dev NsValence,inorganic_formula_1_element_property_MagpieData avg_dev NdValence,inorganic_formula_1_element_property_MagpieData range NUnfilled,inorganic_formula_1_element_property_MagpieData mean GSvolume_pa,inorganic_formula_1_element_property_MagpieData avg_dev GSvolume_pa,inorganic_formula_1_element_property_MagpieData avg_dev SpaceGroupNumber,Predicted_Label
0.2,0.2,0,0.2,0.2,0,0,0,0,0,137.2,20,4.96,0.2456,0.64,1.52,5,12.73451724,1.89457931,13.6,1
